id,artist_name,song_title,lyrics,parent_id,chunk_order,primary_emotion,secondary_emotion,tertiary_emotion,classification_result
OneRepublic|||Take Care of You|||70|||1,OneRepublic,Take Care of You,"And I know that you
Need someone to make it through
Yeah, yeah, yeah, you know that, ooh
Days like this I needed too, ooh",OneRepublic|||Take Care of You|||70,1,approval,realization,desire,"[{'label': 'neutral', 'score': 0.7559642791748047}, {'label': 'approval', 'score': 0.0895666554570198}, {'label': 'realization', 'score': 0.0419137105345726}, {'label': 'desire', 'score': 0.02447756752371788}, {'label': 'disappointment', 'score': 0.01618344895541668}, {'label': 'annoyance', 'score': 0.016040846705436707}]"
OneRepublic|||Take Care of You|||70|||2,OneRepublic,Take Care of You,"So I'll take care of you (Take care of you)
And honey, you'll take care of me too (Take care of you)
It's magic when we do (Magic you do)
So if you ever feel like falling through (Take care of you)
Yeah, I'll take care of you",OneRepublic|||Take Care of You|||70,2,caring,approval,love,"[{'label': 'caring', 'score': 0.8723305463790894}, {'label': 'approval', 'score': 0.09629505127668381}, {'label': 'love', 'score': 0.06155483424663544}, {'label': 'neutral', 'score': 0.05549414083361626}, {'label': 'optimism', 'score': 0.0498281791806221}, {'label': 'admiration', 'score': 0.0381343774497509}]"
OneRepublic|||Take Care of You|||70|||3,OneRepublic,Take Care of You,"Woo, you'll take care of me too, oh, yeah
I'll take care of you
Woo, you'll take care of me too, oh, yeah",OneRepublic|||Take Care of You|||70,3,caring,approval,love,"[{'label': 'caring', 'score': 0.8717445731163025}, {'label': 'approval', 'score': 0.08059678226709366}, {'label': 'love', 'score': 0.06783535331487656}, {'label': 'neutral', 'score': 0.051628999412059784}, {'label': 'optimism', 'score': 0.04685410484671593}, {'label': 'admiration', 'score': 0.04161245375871658}]"
OneRepublic|||Take Care of You|||70|||4,OneRepublic,Take Care of You,"Some days I don't care (Oh)
There are some days I just take it there (Oh, oh)
I swear that nothing's wrong
And I'll pray that you just go along, yeah",OneRepublic|||Take Care of You|||70,4,caring,optimism,approval,"[{'label': 'caring', 'score': 0.8221681714057922}, {'label': 'optimism', 'score': 0.18829767405986786}, {'label': 'neutral', 'score': 0.12972810864448547}, {'label': 'approval', 'score': 0.1262536495923996}, {'label': 'gratitude', 'score': 0.037893183529376984}, {'label': 'desire', 'score': 0.026177311316132545}]"
OneRepublic|||Take Care of You|||70|||5,OneRepublic,Take Care of You,"And I know that you
Need someone to make it through
Yeah, yeah, yeah, you know that, ooh
Days like this I needed too, I do",OneRepublic|||Take Care of You|||70,5,approval,realization,desire,"[{'label': 'neutral', 'score': 0.6432168483734131}, {'label': 'approval', 'score': 0.24955853819847107}, {'label': 'realization', 'score': 0.03885478898882866}, {'label': 'desire', 'score': 0.02375168912112713}, {'label': 'caring', 'score': 0.013815938495099545}, {'label': 'annoyance', 'score': 0.012725738808512688}]"
OneRepublic|||Take Care of You|||70|||6,OneRepublic,Take Care of You,"So I'll take care of you (Take care of you, oh)
And honey, you'll take care of me too (Take care of you, hey)
It's magic when we do (Magic you do)
So if you ever feel like falling through (Take care of you)
Yeah, I'll take care of you",OneRepublic|||Take Care of You|||70,6,caring,approval,love,"[{'label': 'caring', 'score': 0.847976803779602}, {'label': 'approval', 'score': 0.11018212139606476}, {'label': 'love', 'score': 0.06332968920469284}, {'label': 'neutral', 'score': 0.05055444687604904}, {'label': 'admiration', 'score': 0.05050596594810486}, {'label': 'optimism', 'score': 0.04977704584598541}]"
OneRepublic|||Take Care of You|||70|||7,OneRepublic,Take Care of You,"Woo, you'll take care of me too (Yeah, yeah, yeah)
I'll take care of you
Woo, you'll take care of me too, oh, yeah
<\Lyric>```",OneRepublic|||Take Care of You|||70,7,caring,approval,love,"[{'label': 'caring', 'score': 0.858439028263092}, {'label': 'approval', 'score': 0.0676482543349266}, {'label': 'love', 'score': 0.06647144258022308}, {'label': 'neutral', 'score': 0.06083860620856285}, {'label': 'optimism', 'score': 0.05199594795703888}, {'label': 'admiration', 'score': 0.034443486481904984}]"
OneRepublic|||The Less I Know|||71|||0,OneRepublic,The Less I Know,"```
<Artist name> OneRepublic <\Artist>
<Song title> The Less I Know <\Song title>
<Lyric> 
All my life I've been waiting for something
Realized I've been waiting so long, I think it's you
But you confuse me
You tell me up, I'll be walking down the stairs
You tell me down, I'll be climbing up
I think it's crazy and it tortures me
Oh, call me late, call me liar, call me anything, oh, just call me",OneRepublic|||The Less I Know|||71,0,confusion,realization,annoyance,"[{'label': 'confusion', 'score': 0.5619250535964966}, {'label': 'realization', 'score': 0.28125664591789246}, {'label': 'neutral', 'score': 0.13492204248905182}, {'label': 'annoyance', 'score': 0.1252961903810501}, {'label': 'amusement', 'score': 0.0403764583170414}, {'label': 'curiosity', 'score': 0.038646481931209564}]"
OneRepublic|||The Less I Know|||71|||1,OneRepublic,The Less I Know,"Babe, won't you tell me where your garden grows?
I said, babe, do you want to take it fast or slow?
I swear the more I get to know you, the less I know",OneRepublic|||The Less I Know|||71,1,curiosity,confusion,approval,"[{'label': 'curiosity', 'score': 0.5043505430221558}, {'label': 'neutral', 'score': 0.45117101073265076}, {'label': 'confusion', 'score': 0.06256584078073502}, {'label': 'approval', 'score': 0.03197004646062851}, {'label': 'love', 'score': 0.016194414347410202}, {'label': 'annoyance', 'score': 0.009457064792513847}]"
OneRepublic|||The Less I Know|||71|||2,OneRepublic,The Less I Know,"All the weight that we've thrown on each other
All the way just to figure out I don't mind you
And you don't mind me
Yeah
All the lies, all the dancing around and
And all the times I came home so late
You know that, oh, cause you know me
Call me late, call me crazy, call me anything, but just call me",OneRepublic|||The Less I Know|||71,2,annoyance,approval,realization,"[{'label': 'neutral', 'score': 0.8775120377540588}, {'label': 'annoyance', 'score': 0.060712989419698715}, {'label': 'approval', 'score': 0.02538306824862957}, {'label': 'realization', 'score': 0.009776191785931587}, {'label': 'anger', 'score': 0.007765880320221186}, {'label': 'amusement', 'score': 0.007352530490607023}]"
OneRepublic|||The Less I Know|||71|||3,OneRepublic,The Less I Know,"Babe, won't you tell me where your garden grows?
I said, babe, do you want to take it fast or slow?
I swear the more I get to know you the less I know",OneRepublic|||The Less I Know|||71,3,curiosity,confusion,approval,"[{'label': 'curiosity', 'score': 0.5387852191925049}, {'label': 'neutral', 'score': 0.43904104828834534}, {'label': 'confusion', 'score': 0.05166812241077423}, {'label': 'approval', 'score': 0.03403430059552193}, {'label': 'love', 'score': 0.017726324498653412}, {'label': 'caring', 'score': 0.008414966985583305}]"
OneRepublic|||The Less I Know|||71|||4,OneRepublic,The Less I Know,"Babe, won't you tell me where your garden grows?
I said, babe, do you want to take it fast or slow?
I swear the more I get to know you the less I…
The less I know
The less I know
The less I know
The less I know
I swear the more I get to know you the less I know
<\Lyric>```",OneRepublic|||The Less I Know|||71,4,curiosity,annoyance,confusion,"[{'label': 'neutral', 'score': 0.8238037824630737}, {'label': 'curiosity', 'score': 0.0660843476653099}, {'label': 'annoyance', 'score': 0.03431639075279236}, {'label': 'confusion', 'score': 0.0253006499260664}, {'label': 'realization', 'score': 0.01814424805343151}, {'label': 'approval', 'score': 0.013858459889888763}]"
OneRepublic|||Waking Up|||74|||0,OneRepublic,Waking Up,"```
<Artist name> OneRepublic <\Artist>
<Song title> Waking Up <\Song title>
<Lyric> 
I found verity
On N'Orleans Avenue
Down where the air is thick
As L.A. skies are blue
The water tried to break it down, but it held through
It gave a little for the sake of staying true",OneRepublic|||Waking Up|||74,0,approval,realization,disappointment,"[{'label': 'neutral', 'score': 0.9411707520484924}, {'label': 'approval', 'score': 0.035023126751184464}, {'label': 'realization', 'score': 0.021467549726366997}, {'label': 'disappointment', 'score': 0.009798508137464523}, {'label': 'annoyance', 'score': 0.007795157376676798}, {'label': 'disapproval', 'score': 0.006062396336346865}]"
OneRepublic|||Waking Up|||74|||1,OneRepublic,Waking Up,"We cut ties, we tell lies, we hate change
And we wanna claim where we feel
We take tolls, we rake yours
Yeah, we dig holes, and we're digging right in your fears",OneRepublic|||Waking Up|||74,1,annoyance,anger,approval,"[{'label': 'neutral', 'score': 0.47022801637649536}, {'label': 'annoyance', 'score': 0.16310890018939972}, {'label': 'anger', 'score': 0.1407485008239746}, {'label': 'approval', 'score': 0.09408373385667801}, {'label': 'disapproval', 'score': 0.021644657477736473}, {'label': 'disgust', 'score': 0.01159458514302969}]"
OneRepublic|||Waking Up|||74|||2,OneRepublic,Waking Up,"We're waking up, we're waking up
And right on time, and right on time
We'll take these roads, we'll break them up
And right on time, and right on time",OneRepublic|||Waking Up|||74,2,approval,realization,optimism,"[{'label': 'neutral', 'score': 0.8742203712463379}, {'label': 'approval', 'score': 0.1079469695687294}, {'label': 'realization', 'score': 0.026682235300540924}, {'label': 'optimism', 'score': 0.009373550303280354}, {'label': 'confusion', 'score': 0.004792382474988699}, {'label': 'excitement', 'score': 0.00462027033790946}]"
OneRepublic|||Waking Up|||74|||3,OneRepublic,Waking Up,"We got cars, we'll write laws, we won't pause
Don't you know we're all wizards working the hours?
We don't lose, we might bruise
Yeah, but we'll rain fire on you till you're playing all of your cards",OneRepublic|||Waking Up|||74,3,approval,curiosity,optimism,"[{'label': 'neutral', 'score': 0.642310380935669}, {'label': 'approval', 'score': 0.1734418123960495}, {'label': 'curiosity', 'score': 0.11149609833955765}, {'label': 'optimism', 'score': 0.042683545500040054}, {'label': 'annoyance', 'score': 0.020932292565703392}, {'label': 'confusion', 'score': 0.015898071229457855}]"
OneRepublic|||Waking Up|||74|||4,OneRepublic,Waking Up,"We're waking up, we're waking up
And right on time, and right on time
We'll take these roads, we'll break them up
And right on time, and right on time
On time
Right on time
Waking up, waking up
Yeah",OneRepublic|||Waking Up|||74,4,approval,realization,optimism,"[{'label': 'neutral', 'score': 0.9015817642211914}, {'label': 'approval', 'score': 0.08860278874635696}, {'label': 'realization', 'score': 0.019137829542160034}, {'label': 'optimism', 'score': 0.006925923749804497}, {'label': 'confusion', 'score': 0.004635373130440712}, {'label': 'annoyance', 'score': 0.0033828909508883953}]"
OneRepublic|||Waking Up|||74|||5,OneRepublic,Waking Up,"Ooh!
Ooh!
Ooh!
<\Lyric>```",OneRepublic|||Waking Up|||74,5,excitement,surprise,joy,"[{'label': 'excitement', 'score': 0.3590494692325592}, {'label': 'neutral', 'score': 0.19108660519123077}, {'label': 'surprise', 'score': 0.18656042218208313}, {'label': 'joy', 'score': 0.05371249467134476}, {'label': 'realization', 'score': 0.030582811683416367}, {'label': 'amusement', 'score': 0.01935291290283203}]"
OneRepublic|||Something’s Gotta Give|||75|||0,OneRepublic,Something’s Gotta Give,"```
<Artist name> OneRepublic <\Artist>
<Song title> Something’s Gotta Give <\Song title>
<Lyric> 
I'm sinking in
You know that something's got to
Something's gotta give",OneRepublic|||Something’s Gotta Give|||75,0,approval,realization,optimism,"[{'label': 'neutral', 'score': 0.7235026359558105}, {'label': 'approval', 'score': 0.19174717366695404}, {'label': 'realization', 'score': 0.08397256582975388}, {'label': 'optimism', 'score': 0.02531125396490097}, {'label': 'disappointment', 'score': 0.010135591961443424}, {'label': 'annoyance', 'score': 0.006580831483006477}]"
OneRepublic|||Something’s Gotta Give|||75|||1,OneRepublic,Something’s Gotta Give,"And then you told yourself you found a modern Mona Lisa
You gave her all your love, you said ""I pray this fool could keep her""
You got no money, it doesn't mean a thing
You got time and time is everything
Talk all night, stay awake
Listening to records that you like
Now you're saying",OneRepublic|||Something’s Gotta Give|||75,1,annoyance,caring,approval,"[{'label': 'neutral', 'score': 0.8873550891876221}, {'label': 'annoyance', 'score': 0.0540945790708065}, {'label': 'caring', 'score': 0.045278821140527725}, {'label': 'approval', 'score': 0.02003641612827778}, {'label': 'anger', 'score': 0.01632104627788067}, {'label': 'optimism', 'score': 0.015676820650696754}]"
OneRepublic|||Something’s Gotta Give|||75|||2,OneRepublic,Something’s Gotta Give,"And then you showed yourself all the colors that you fear
It doesn't mean a thing, you got love
So you got everything
Talk all night, stay awake
Listening to records that we like",OneRepublic|||Something’s Gotta Give|||75,2,love,approval,joy,"[{'label': 'love', 'score': 0.6519548892974854}, {'label': 'neutral', 'score': 0.2790113091468811}, {'label': 'approval', 'score': 0.06218503415584564}, {'label': 'joy', 'score': 0.05523473396897316}, {'label': 'admiration', 'score': 0.04891160503029823}, {'label': 'excitement', 'score': 0.03373505175113678}]"
OneRepublic|||Something’s Gotta Give|||75|||3,OneRepublic,Something’s Gotta Give,"It's gotta give
Something's gotta give
It's gotta give, it's gotta give
<\Lyric>```",OneRepublic|||Something’s Gotta Give|||75,3,approval,optimism,caring,"[{'label': 'neutral', 'score': 0.5526868104934692}, {'label': 'approval', 'score': 0.39497604966163635}, {'label': 'optimism', 'score': 0.06555861979722977}, {'label': 'caring', 'score': 0.029322434216737747}, {'label': 'desire', 'score': 0.017722439020872116}, {'label': 'realization', 'score': 0.01406096201390028}]"
OneRepublic|||Made for You|||76|||0,OneRepublic,Made for You,"```
<Artist name> OneRepublic <\Artist>
<Song title> Made for You <\Song title>
<Lyric> 
One and two and three and four
One and two and three and four
One and two and three and four
One and two and three and four",OneRepublic|||Made for You|||76,0,realization,approval,confusion,"[{'label': 'neutral', 'score': 0.9631006717681885}, {'label': 'realization', 'score': 0.014439049176871777}, {'label': 'approval', 'score': 0.012661850079894066}, {'label': 'confusion', 'score': 0.008545054122805595}, {'label': 'annoyance', 'score': 0.005289072636514902}, {'label': 'disapproval', 'score': 0.0049672676250338554}]"
OneRepublic|||Made for You|||76|||1,OneRepublic,Made for You,"I was writing, thinking with my long hand
Put pen to paper, everything was sinking
Then start to wonder how you're gonna handle me
When I'm under, swimming in the darkest sea",OneRepublic|||Made for You|||76,1,surprise,curiosity,optimism,"[{'label': 'neutral', 'score': 0.48081842064857483}, {'label': 'surprise', 'score': 0.1686401069164276}, {'label': 'curiosity', 'score': 0.07554275542497635}, {'label': 'optimism', 'score': 0.039434704929590225}, {'label': 'confusion', 'score': 0.01502175908535719}, {'label': 'excitement', 'score': 0.013735407032072544}]"
OneRepublic|||Made for You|||76|||2,OneRepublic,Made for You,"Everybody wants you to make it, it's all yours
Everybody wants you to take it, it's all yours
Everybody wants you to make it, it's all yours
Everybody wants you to take it, t-t-take it",OneRepublic|||Made for You|||76,2,desire,approval,annoyance,"[{'label': 'neutral', 'score': 0.9062116146087646}, {'label': 'desire', 'score': 0.03755273297429085}, {'label': 'approval', 'score': 0.01702716574072838}, {'label': 'annoyance', 'score': 0.009331371635198593}, {'label': 'optimism', 'score': 0.006481639575213194}, {'label': 'caring', 'score': 0.004229445941746235}]"
OneRepublic|||Made for You|||76|||3,OneRepublic,Made for You,"Can you feel all the love?
Can you feel all the love?
You feel all the love
Can you feel all the love like it was made for you?
Like it was made for you
Like it was made for you
It was made for you",OneRepublic|||Made for You|||76,3,love,curiosity,caring,"[{'label': 'love', 'score': 0.7959744334220886}, {'label': 'curiosity', 'score': 0.28640803694725037}, {'label': 'neutral', 'score': 0.08631757646799088}, {'label': 'caring', 'score': 0.04650731757283211}, {'label': 'approval', 'score': 0.030917350202798843}, {'label': 'confusion', 'score': 0.023570936173200607}]"
OneRepublic|||Made for You|||76|||4,OneRepublic,Made for You,"Tell me something, something that can move me
T-tell me lies and I swear you're gonna lose me
Getting like an ocean jealous of the fish
It feeds your devotion, swimming inside of me",OneRepublic|||Made for You|||76,4,desire,sadness,caring,"[{'label': 'neutral', 'score': 0.3465000092983246}, {'label': 'desire', 'score': 0.13071174919605255}, {'label': 'sadness', 'score': 0.08791835606098175}, {'label': 'caring', 'score': 0.08086711913347244}, {'label': 'annoyance', 'score': 0.05553407222032547}, {'label': 'disappointment', 'score': 0.054827868938446045}]"
OneRepublic|||Made for You|||76|||5,OneRepublic,Made for You,"(Can you feel all the love?)
Everybody wants you to make it, it's all yours
(Can you feel all the love?)
Everybody wants you to take it, it's all yours
(You feel all the love)
Everybody wants you to make it, it's all yours
(Can you feel all the love?)
Everybody wants you to take it, t-t-take it",OneRepublic|||Made for You|||76,5,love,desire,curiosity,"[{'label': 'neutral', 'score': 0.46506524085998535}, {'label': 'love', 'score': 0.38579055666923523}, {'label': 'desire', 'score': 0.07736837863922119}, {'label': 'curiosity', 'score': 0.03811495751142502}, {'label': 'approval', 'score': 0.03031916730105877}, {'label': 'caring', 'score': 0.021287625655531883}]"
OneRepublic|||Made for You|||76|||6,OneRepublic,Made for You,"Like it was made for you
Like it was made for you
Like it was made for you
It was made for you",OneRepublic|||Made for You|||76,6,approval,realization,annoyance,"[{'label': 'neutral', 'score': 0.9593856334686279}, {'label': 'approval', 'score': 0.025935279205441475}, {'label': 'realization', 'score': 0.006315687205642462}, {'label': 'annoyance', 'score': 0.004635876975953579}, {'label': 'admiration', 'score': 0.0035260410513728857}, {'label': 'optimism', 'score': 0.003302061464637518}]"
OneRepublic|||Made for You|||76|||7,OneRepublic,Made for You,"Can you feel?
Can you feel?
Can you feel?",OneRepublic|||Made for You|||76,7,curiosity,confusion,approval,"[{'label': 'neutral', 'score': 0.5727317333221436}, {'label': 'curiosity', 'score': 0.4985973834991455}, {'label': 'confusion', 'score': 0.09666616469621658}, {'label': 'approval', 'score': 0.01354127749800682}, {'label': 'annoyance', 'score': 0.005197315942496061}, {'label': 'caring', 'score': 0.004235770553350449}]"
OneRepublic|||Made for You|||76|||8,OneRepublic,Made for You,"All the right friends in all the right places
All the right moves and all the right faces
All the right friends in all the right places
All the right moves and all the right faces
(Can you feel all the love?)
All the right friends in all the right places
All the right moves and all the right faces
All the right friends in all the right places
All the right moves and all the right faces",OneRepublic|||Made for You|||76,8,approval,love,curiosity,"[{'label': 'neutral', 'score': 0.864670991897583}, {'label': 'approval', 'score': 0.06883140653371811}, {'label': 'love', 'score': 0.02161404862999916}, {'label': 'curiosity', 'score': 0.015406978316605091}, {'label': 'confusion', 'score': 0.008444956503808498}, {'label': 'realization', 'score': 0.007815361022949219}]"
OneRepublic|||Made for You|||76|||9,OneRepublic,Made for You,"All the right friends in all the right places
All the right moves and all the right faces
Ooh, we're going down
<\Lyric>```",OneRepublic|||Made for You|||76,9,excitement,approval,realization,"[{'label': 'neutral', 'score': 0.7155517935752869}, {'label': 'excitement', 'score': 0.06293568760156631}, {'label': 'approval', 'score': 0.061599355190992355}, {'label': 'realization', 'score': 0.05541736260056496}, {'label': 'joy', 'score': 0.037324462085962296}, {'label': 'surprise', 'score': 0.014219798147678375}]"
OneRepublic|||Take It Out On Me|||77|||0,OneRepublic,Take It Out On Me,"```
<Artist name> OneRepublic <\Artist>
<Song title> Take It Out On Me <\Song title>
<Lyric> 
Tell me about your day
Tell me everything that made you so angry
If I don't know what to say
Then I'll find some words to say",OneRepublic|||Take It Out On Me|||77,0,curiosity,anger,annoyance,"[{'label': 'curiosity', 'score': 0.38238096237182617}, {'label': 'neutral', 'score': 0.2867027521133423}, {'label': 'anger', 'score': 0.18383125960826874}, {'label': 'annoyance', 'score': 0.1651003211736679}, {'label': 'confusion', 'score': 0.06064432114362717}, {'label': 'disappointment', 'score': 0.010755919851362705}]"
OneRepublic|||Take It Out On Me|||77|||1,OneRepublic,Take It Out On Me,"Just this one time
I won't put in my two cents
Just this one time
I'll just shut up and listen
Only if you
Promise that you'll do the same
When you've had a bad day, oh",OneRepublic|||Take It Out On Me|||77,1,annoyance,anger,amusement,"[{'label': 'neutral', 'score': 0.6063330173492432}, {'label': 'annoyance', 'score': 0.2884942591190338}, {'label': 'anger', 'score': 0.05622103810310364}, {'label': 'amusement', 'score': 0.015811340883374214}, {'label': 'disapproval', 'score': 0.012048477306962013}, {'label': 'disappointment', 'score': 0.01153985969722271}]"
OneRepublic|||Take It Out On Me|||77|||2,OneRepublic,Take It Out On Me,"Take it out on me
Take it out on me, yeah
'Cause I'm strong enough to not break
And I know that you'd do the same
Take it out on me",OneRepublic|||Take It Out On Me|||77,2,approval,optimism,admiration,"[{'label': 'neutral', 'score': 0.8142756223678589}, {'label': 'approval', 'score': 0.21250227093696594}, {'label': 'optimism', 'score': 0.02043731138110161}, {'label': 'admiration', 'score': 0.015922119840979576}, {'label': 'caring', 'score': 0.014355829916894436}, {'label': 'realization', 'score': 0.00759564433246851}]"
OneRepublic|||Take It Out On Me|||77|||3,OneRepublic,Take It Out On Me,"Would you take it out on me? (On me)
Take it out on me? (On me)
Would you take it out on me? (On me)
Take it out on mе?",OneRepublic|||Take It Out On Me|||77,3,curiosity,confusion,annoyance,"[{'label': 'neutral', 'score': 0.7560052275657654}, {'label': 'curiosity', 'score': 0.3476472795009613}, {'label': 'confusion', 'score': 0.09858182072639465}, {'label': 'annoyance', 'score': 0.008103137835860252}, {'label': 'approval', 'score': 0.005764325615018606}, {'label': 'desire', 'score': 0.003692605998367071}]"
OneRepublic|||Take It Out On Me|||77|||4,OneRepublic,Take It Out On Me,"One day, I'm gonna break
Oh, when that day comеs, you gotta accept it
If you don't know what to say
Then I'll find some words to say",OneRepublic|||Take It Out On Me|||77,4,approval,optimism,realization,"[{'label': 'neutral', 'score': 0.8740530610084534}, {'label': 'approval', 'score': 0.0862240344285965}, {'label': 'optimism', 'score': 0.05782829597592354}, {'label': 'realization', 'score': 0.019079070538282394}, {'label': 'annoyance', 'score': 0.011989590711891651}, {'label': 'desire', 'score': 0.010418731719255447}]"
OneRepublic|||Take It Out On Me|||77|||5,OneRepublic,Take It Out On Me,"Would you take it out on me? (On me)
Take it out on me? (On me)
Would you take it out on me? (On me)
Take it out on me",OneRepublic|||Take It Out On Me|||77,5,curiosity,confusion,annoyance,"[{'label': 'neutral', 'score': 0.791905403137207}, {'label': 'curiosity', 'score': 0.29370203614234924}, {'label': 'confusion', 'score': 0.07912712544202805}, {'label': 'annoyance', 'score': 0.008149723522365093}, {'label': 'approval', 'score': 0.00590400118380785}, {'label': 'desire', 'score': 0.004533172119408846}]"
OneRepublic|||Take It Out On Me|||77|||6,OneRepublic,Take It Out On Me,"(Take it out on me)
(Take it out on me)
<\Lyric>```",OneRepublic|||Take It Out On Me|||77,6,annoyance,approval,anger,"[{'label': 'neutral', 'score': 0.9671862125396729}, {'label': 'annoyance', 'score': 0.010842516086995602}, {'label': 'approval', 'score': 0.007735483814030886}, {'label': 'anger', 'score': 0.005642930511385202}, {'label': 'realization', 'score': 0.004530861508101225}, {'label': 'amusement', 'score': 0.003362268442288041}]"
OneRepublic|||Won’t Stop|||78|||0,OneRepublic,Won’t Stop,"```
<Artist name> OneRepublic <\Artist>
<Song title> Won’t Stop <\Song title>
<Lyric> 
Now, I stared at you from across the room
Until both my eyes were faded
I was in a rush, I was out of luck
Now I'm so glad I waited
Well, you were almost there, almost mine, yeah
They say love ain't fair, but I'm doing fine",OneRepublic|||Won’t Stop|||78,0,joy,approval,relief,"[{'label': 'joy', 'score': 0.47130125761032104}, {'label': 'approval', 'score': 0.2934657633304596}, {'label': 'relief', 'score': 0.15761204063892365}, {'label': 'neutral', 'score': 0.11955851316452026}, {'label': 'realization', 'score': 0.04123999550938606}, {'label': 'caring', 'score': 0.03435537591576576}]"
OneRepublic|||Won’t Stop|||78|||1,OneRepublic,Won’t Stop,"'Cause I swear it’s you
I swear it’s you (I swear it’s you)
I swear it’s you (I swear it’s you)
I swear it’s you that I've waited for
And I swear it's you (I swear it’s you)
I swear it’s you (I swear it’s you)
I swear it’s you that my heart beats for
And it ain't gonna stop
No, it just won’t stop
Yeah",OneRepublic|||Won’t Stop|||78,1,desire,excitement,approval,"[{'label': 'neutral', 'score': 0.6629183888435364}, {'label': 'desire', 'score': 0.05495117977261543}, {'label': 'excitement', 'score': 0.049756016582250595}, {'label': 'approval', 'score': 0.04910162463784218}, {'label': 'realization', 'score': 0.01856544241309166}, {'label': 'annoyance', 'score': 0.015560957603156567}]"
OneRepublic|||Won’t Stop|||78|||2,OneRepublic,Won’t Stop,"Now, you are fire by night
But when the morning light comes
Comfortable as rain on Sunday
And I’m the lucky soul that holds your hand so tight
Hope you hear this one day
Don’t fool yourself
This is my truth",OneRepublic|||Won’t Stop|||78,2,optimism,caring,approval,"[{'label': 'optimism', 'score': 0.8560866117477417}, {'label': 'caring', 'score': 0.33349522948265076}, {'label': 'neutral', 'score': 0.10176965594291687}, {'label': 'approval', 'score': 0.0954199805855751}, {'label': 'desire', 'score': 0.02758008800446987}, {'label': 'admiration', 'score': 0.015839258208870888}]"
OneRepublic|||Won’t Stop|||78|||3,OneRepublic,Won’t Stop,"I swear it’s you (I swear it’s you)
I swear it’s you (I swear it’s you)
I swear it’s you that I've waited for
I swear it’s you (I swear it’s you)
I swear it’s you (I swear it’s you)
I swear it’s you that my heart beats for
And it ain't gonna stop
Just won’t stop",OneRepublic|||Won’t Stop|||78,3,desire,excitement,surprise,"[{'label': 'neutral', 'score': 0.5612395405769348}, {'label': 'desire', 'score': 0.08695006370544434}, {'label': 'excitement', 'score': 0.0831686332821846}, {'label': 'surprise', 'score': 0.03308575600385666}, {'label': 'fear', 'score': 0.022596534341573715}, {'label': 'approval', 'score': 0.02252497896552086}]"
OneRepublic|||Won’t Stop|||78|||4,OneRepublic,Won’t Stop,"You take this hand
You take this heart
Stir my bones from 1000 miles apart
It feels so cold
Without you like it's ten shades of winter
And I need the sun
Oh, yeah
Oh oh, no, no, yeah, yeah",OneRepublic|||Won’t Stop|||78,4,desire,annoyance,disappointment,"[{'label': 'neutral', 'score': 0.2945058345794678}, {'label': 'desire', 'score': 0.1852441132068634}, {'label': 'annoyance', 'score': 0.1318826526403427}, {'label': 'disappointment', 'score': 0.12626461684703827}, {'label': 'sadness', 'score': 0.05470689758658409}, {'label': 'realization', 'score': 0.021357709541916847}]"
OneRepublic|||Won’t Stop|||78|||5,OneRepublic,Won’t Stop,"And I swear it’s you
I swear it’s you
I swear it’s you I've waited for
I swear it’s you
I swear it’s you
I swear it’s you that my heart beats for
I swear it’s you (I swear it’s you)
I swear it’s you (I swear it’s you)
I swear it’s you that I've waited for
I swear it’s you (I swear it’s you)
I swear it’s you (I swear it’s you)
I swear it’s you that my heart beats for
And it ain't gonna stop
It just won’t stop",OneRepublic|||Won’t Stop|||78,5,desire,excitement,surprise,"[{'label': 'neutral', 'score': 0.4774135649204254}, {'label': 'desire', 'score': 0.1654004603624344}, {'label': 'excitement', 'score': 0.10111358761787415}, {'label': 'surprise', 'score': 0.036024533212184906}, {'label': 'realization', 'score': 0.021271729841828346}, {'label': 'approval', 'score': 0.019504742696881294}]"
OneRepublic|||Won’t Stop|||78|||6,OneRepublic,Won’t Stop,"Hey
It just won’t stop
It just won’t stop
No, no, no, oh, yeah
I swear it’s you
I swear it’s you
Oh, yeah
<\Lyric>```",OneRepublic|||Won’t Stop|||78,6,surprise,realization,annoyance,"[{'label': 'neutral', 'score': 0.5993829369544983}, {'label': 'surprise', 'score': 0.07565644383430481}, {'label': 'realization', 'score': 0.07344890385866165}, {'label': 'annoyance', 'score': 0.041005007922649384}, {'label': 'disapproval', 'score': 0.03527200594544411}, {'label': 'approval', 'score': 0.03008384071290493}]"
OneRepublic|||Light It Up|||79|||0,OneRepublic,Light It Up,"```
<Artist name> OneRepublic <\Artist>
<Song title> Light It Up <\Song title>
<Lyric> 
Like a stone you watch it fall and let it roll out over the fields
You take your time and watch it crawl like you're the big shot symphony
But oh what would you say if I told you 'the pitch is wrong' with a smile?
I took a trip to wonderland, gonna get you nowhere by a mile",OneRepublic|||Light It Up|||79,0,annoyance,curiosity,confusion,"[{'label': 'neutral', 'score': 0.6668620109558105}, {'label': 'annoyance', 'score': 0.13963787257671356}, {'label': 'curiosity', 'score': 0.08036444336175919}, {'label': 'confusion', 'score': 0.029541851952672005}, {'label': 'disappointment', 'score': 0.02644626423716545}, {'label': 'disapproval', 'score': 0.01701873354613781}]"
