id,artist_name,song_title,lyrics,parent_id,chunk_order,
Lupe Fiasco|||Joaquin Phoenix|||83|||1,Lupe Fiasco,Joaquin Phoenix,"I'm killin', I'm killin', I'm killin' this beat (Yeah)
I'm killin', I'm killin', I'm killin' this beat (Yeah)
I'm killin', I'm killin', I'm killin' this beat (Yeah)
I'm killin', I'm killin', I'm killin' this beat (Yeah)
Don't you hear it screamin'?
This that Joaquin Phoenix, nigga, this that Joaquin Phoenix
This that Joaquin Phoenix, nigga, this that Joaquin Phoenix
(Don't you hear it screamin'?)
On that Joaquin Phoenix, nigga, this that Joaquin Phoenix
On that Joaquin Phoenix, nigga, on that Joaquin Phoenix",Lupe Fiasco|||Joaquin Phoenix|||83,1,
Lupe Fiasco|||Joaquin Phoenix|||83|||2,Lupe Fiasco,Joaquin Phoenix,"Excuse me, Lupe, ""Huh?"" This here is your conscience
Supplier of your fire and provider of your content
They really don't want none of you, let's put them in a convent
You are such a handful, you can call us palm prints
They can't get a handle, try to run around my track
And you might get a ham pulled, swag I got a van-full
Plus a motorcycle and a tow truck my sedan pull
I am like a Superman, just without the damn ""Youuuu!""
Flow is tied around the track, something like a damsel
Flow is really manly, though, see, that was an example
Remember that for later, though, because I might exam you
Get ready for your tests-s-s, his excellence commands you
See, that's how I get it done: effortless and ample
Means I got a lot of that, no camel toe or Monistat
No pussy in my program...
Worldwide, let 'em recognize from Long Beach to Rosecrans
Put in my work and punch the clock like Riddick Bowe's hands
See, my pot is overflowing, can I put some work in your pan?
Yeah, yeah, I am such a dope man
Kitchen's really happy, you should come and see my stove dance
Movie of the week, I call it Beauty and the Beast
And that there's just the kitchen, you should see just where I sleep
Crib is on some other shit, mind is on the mothership
Brain is on my sister boat, thoughts is in my brother whip
Fitted hat is Reynolds Wrap cause I don't trust the government
See, I'm not just touching it, I'm clutching it with oven mitts
Shit get hot, this wristwatch, looks like its a club in it
Like the way I emcee, man, they just be lovin' it
Used to be a pushover, now I'm into shovin' shit
You be on your glory hole, you don't know who you fuckin' with
Stay off in that story mode, I never like a quick game
Came in with a big blast, go out with a big bang
You might catch some whiplash every time I switch lanes
See, I drive a bit fast, nigga kinda insane
Career on stilts, Braveheart: no kilt
You can hear it screaming ""freedom"" as the beat get killed",Lupe Fiasco|||Joaquin Phoenix|||83,2,
Lupe Fiasco|||Joaquin Phoenix|||83|||3,Lupe Fiasco,Joaquin Phoenix,"I'm killin', I'm killin', I'm killin' this beat
I'm killin', I'm killin', I'm killin' this beat
I'm killin', I'm killin', I'm killin' this beat
I'm killin', I'm killin', I'm killin' this beat (Uh-huh)
Don't you hear it screamin'?
This that Joaquin Phoenix, nigga, this that Joaquin Phoenix
This that Joaquin Phoenix, nigga, this that Joaquin Phoenix
(Don't you hear it screamin'?)
On that Joaquin Phoenix, nigga, this that Joaquin Phoenix
Chyea, Chyea, motherfucking genius
<\Lyric>```",Lupe Fiasco|||Joaquin Phoenix|||83,3,
Lupe Fiasco|||Steve Jobs: SLR 3 1/2|||84|||0,Lupe Fiasco,Steve Jobs: SLR 3 1/2,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Steve Jobs: SLR 3 1/2 <\Song title>
<Lyric> 
Say yeah, 'Trakk
I apologize man, it was uh, last minute
So, me ask for this in advance
SLR, yeah
Said they lean on me
Niggas tried to dream on me
Told that nigga he can lean on me
Fall asleep and have a dream on me
Nigga, yeah yeah yeah yeah",Lupe Fiasco|||Steve Jobs: SLR 3 1/2|||84,0,
Lupe Fiasco|||Steve Jobs: SLR 3 1/2|||84|||1,Lupe Fiasco,Steve Jobs: SLR 3 1/2,"You see, it takes niggas weeks
They need a comfort zone and some beats
Lollygaggers to poly matters that go over responses
Get all layered and technical in they content
Press record, then I bring the receipts
Lambda Lambda Lambda, I think that shit was sweet
I wish I could just kiss you on the cheek
Nerds have they hands in everything
Gangsters won't even touch the police
Won't you tell your niggas get that
Take some of those cool fullies and go and get some of our shit back
Your problem is that you ain't never have no impact
Kit-Kats and chit-chat and syntax won't make up for how much you sit back
I think that nigga scared
He never leave Heaven 'cause he already dead
Damn, nigga are you insane?
What's the point in knowing how to point and aim
If the niggas you gon' bang look exactly the same?
That ain't motherfucking cool, that's a motherfucking shame
This ain't no motherfucking game
That's why I think you are a motherfucking lame
We both wear glasses, the difference is
I was in school thinking it was cool, you was thinking of skipping classes
Listening to your track record, I could see you were skipping classics
I did it on my first one and delivered to the masses
Your songs are immemorable, your verses are impenetrable
I ain't even listen to that diss record
I only fuck with you 'cause your interviews
I ain't even trip when you called me a bitch
I was like, ""Look at Salem, calling me a witch""
Look at how they made him, look how much they gave him
Look at all the assists, nigga, if it wasn't for Premier
You wouldn't be, if it wasn't for, if it wasn't for
If it wasn't for, if it wasn't for, nigga, I got a dozen more
Hov think I'm Hov, Nas think I'm Nas
That's the trick, you ain't gotta think when niggas already think you are
Muah!
Your story crooked and your book too, pass the dumb shit
But you would shoot somebody's son holding Sun Chips
I wish they would've left Biz here, and fucking took you
And all your hyper-technical hypotheticals
In life, I've never met with you, from a distance, I accepted you
From the podcast, I've been kind of skeptical
This ain't our first clash, this is just one of the several
I ain't trying to bash, but it was like you was off your schedule
You was throwing more than jabs, I was like, ""This nigga's incredible""
We had to fucking edit you
I don't know what vegan Detroit vegetable Dr. Sebi diet infected you
To think that we share the same metrics or somehow I was less than you
And I was the type of nigga that you could get really disrespectful to
I ain't never lectured you, I get energetic and joke
But in real talk, nigga, I ain't never disrespected you
I'ma punch you in your fucking face and we all think it's silly
I'm thinking like ""Won't this bitch nigga clean up his fucking city?""
I mean you got all of the clout, know how to bring all them niggas out
You can walk the walk, I mean, we seen you walk all over your house
But me and Mickey is geeks because you got some heat
Like I didn't go to the closet and put guns all over the couch
Your mental health hotline, I think that shit is grown up
But you're the very last nigga that should be picking that phone up
I spit your verse to get immersed inside my enemy
And to remind you they got to go through you just to get to me
Subtle subordination
Perpetual sidekick, nigga sort of a station that you used to
So you ain't got to get all extremely too personal on your albums
When you not surrounded by bigger artists to fucking boost you
Nigga, you called me, I didn't recruit you
But no regrets, I take it as a test
You said, ""Lupe, you gotta have some grace
Not be so haphazardly to put the truth all in they face""
Now that I think about it, that's kind of half-and-half
If a nigga asked you for the strap, why would you keep it in the stash?
If you ran the world, we'd get defeated in a flash
You really gonna be the boss, can't keep secrets from the staff
I learned that in the streets, nigga sweeping trash
Keeping my city clean while you was talking 'bout beating a nigga's ass
That shit is wack, long live backpack rap
Fuck these Monster-drinking, new-age conscious-thinking
Farrakhan today, gangster tomorrow
One foot in they sorrow, another foot in the trap
Killers who easily triggered by a little nigga's attacks
Who have the audacity to ask rappers to rap
Facts!",Lupe Fiasco|||Steve Jobs: SLR 3 1/2|||84,1,
Lupe Fiasco|||Steve Jobs: SLR 3 1/2|||84|||2,Lupe Fiasco,Steve Jobs: SLR 3 1/2,"Mickey!
Ayy, ayy, listen, I ain't done, nigga
Check this shit out, look, ayy",Lupe Fiasco|||Steve Jobs: SLR 3 1/2|||84,2,
Lupe Fiasco|||Steve Jobs: SLR 3 1/2|||84|||3,Lupe Fiasco,Steve Jobs: SLR 3 1/2,"In seven minutes he did it, if he knew how to freestyle
He could've rented Heaven for seven minutes
And been done what needed to be done by the second sentence
All these extra innings may come across as master
But my impression's apprentice
Your penmanship has the fingerprints of a gimmick
And affection and the intimacy of impressions of that nigga you friends with
I ain't gotta say it to say it
I can't even blame you, the nigga's one of my favorites
Fuck that, back to my status
All icy, talk spicy like the House of Atreides
Inwardly successful, and outwardly I've made it
Clearly, if I was a regular rapper, you wouldn't even come near me
This nigga think he Siri, the answer to your queries
What's Siri to Steve Jobs? A Budden to Tahiry?
I'm excessively cheery, promote my niggas' theories
What's an alien to a Pentagon report? I see your brother tryna cheerlead
That's what he's supposed to do
And everybody that's fucking close to you
'Posed to support, push you forth
And calm your black ass down 'cause they ain't put you in The Source
You chose violence
I just wanna know when you gon' respond to Osyris
And go to E.O.Dub, battle in front a judge
Instead of hitting Smack and tryna entertain the thugs
Come and fuck with us, nerds
<\Lyric>```",Lupe Fiasco|||Steve Jobs: SLR 3 1/2|||84,3,
Lupe Fiasco|||Never Forget You|||85|||0,Lupe Fiasco,Never Forget You,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Never Forget You <\Song title>
<Lyric> 
Take me to that old familiar place
Take me to memories we won?™t erase
Take me to all that we had
Good and the bad
I?™ll never forget you
I?™ll never let you go
I?™ll never forget you
I?™ll always remember, I hope you know",Lupe Fiasco|||Never Forget You|||85,0,
Lupe Fiasco|||Never Forget You|||85|||1,Lupe Fiasco,Never Forget You,"Let the record reflect the records we set
Best foot forward with every step
And let?™s push towards it, never regress
And let?™s remember, if ever we get
Down, the places that we came from ?™round
And all the good times on the bad side of town
The upside of bad, flip it upside down
Came from the bottom but we up high now
Believe, and from this view we achieved
We looked back at the rules we received
And how we broke those, dismantled and rewrote those
And the ghost still alive in the photos
Sounds of the summer, day and go wise
Cold wind blowin??through a city on fire
Moments of the past, came here to find you
Not to relive them, just to remind you",Lupe Fiasco|||Never Forget You|||85,1,
Lupe Fiasco|||Never Forget You|||85|||2,Lupe Fiasco,Never Forget You,"And let the evidence show, the future?™s so bright
It?™s never been more, not like tonight
We walk into the glow, right into the light
The past all around us, the time of our life
The first love kisses, the broke heart disses
This is just like a first-class ticket
Back, to the first written rap
The crumbled-up paper and the pen with no cap
The hand-me-down clothes and the unturned hat
The hookers on the corner and the kids sellin??crack
The needles in the yard where we used to play catch
Stories from the project we could never go at
Or to, these are shades of my youth
Trials of a child, everything truth
Moments of the past, comin??back to find us
Not to relive them, just to remind us",Lupe Fiasco|||Never Forget You|||85,2,
Lupe Fiasco|||Never Forget You|||85|||3,Lupe Fiasco,Never Forget You,"Everything cherished, remembered in my heart
So you will never perish, you will never part
I tell ?˜em all about you, drummin??in the park
We put you in the ground, but I see you in the stars
Go?™n, take a bow, a round of applause
The best dad ever, always ready we are
Love always shines, that?™s how I?™ll find you
In case you forgot, I hope this reminds you",Lupe Fiasco|||Never Forget You|||85,3,
Lupe Fiasco|||Never Forget You|||85|||4,Lupe Fiasco,Never Forget You,"Take me to that old familiar place
Take me to memories we won?™t erase
Take me to all that we had
Good and the bad
I?™ll never forget you
I?™ll never let you go
I?™ll never forget you
I?™ll always remember, I hope you know
Yeah, yeah, yeah, yeah...
<\Lyric>```",Lupe Fiasco|||Never Forget You|||85,4,
Lupe Fiasco|||Dopamine Lit (Intro)|||86|||0,Lupe Fiasco,Dopamine Lit (Intro),"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Dopamine Lit (Intro) <\Song title>
<Lyric> 
Yeah, and it got a soul, yeah
Uh-uh, what it do? What it say? Yeah, yeah
DROGAS, DROGAS, what it say? Yeah, yeah
DROGAS, DROGAS, what it say? What it say
DROGAS, DROGAS, yeah, yeah, yeah
DROGAS, DROGAS, DROGAS, trap, trap, DROGAS, DROGAS
DROGAS, DROGAS, DROGAS, nigga, uh
What it say? Yeah, yeah, yeah",Lupe Fiasco|||Dopamine Lit (Intro)|||86,0,
Lupe Fiasco|||Dopamine Lit (Intro)|||86|||1,Lupe Fiasco,Dopamine Lit (Intro),"Blood rushin' to my head like cold
Players on my mind like Shake', plays on my mind like stage
Stays for a while like fades
Fades to the black like Jay's
Wavin' from behind like Ks
Made it from behind like AIDS
Made it to the map like Waze
Take it to the trap like maze
Can't take you back like trades
Bae shake it in my lap like Jackie Joyner-Kersee havin' seizures
Jesus, what's a nonbeliever to a preacher?
This ain't the kind of rap the opps and the thots like
Told 'Trakk put the bat back on the spotlight
Cartagena, serve snacks at the cockfight (realest)
Need new batteries for the Glock lights (realest)
Put the mix on the oil 'til it lock tight (realest)
Cause they gave it to all the young niggas
DROGAS dedicated to all the drug dealers
Find out how they all gon' come kill us
Try Containment Unit, the walls, they can't fit us
Who the Ghostbusters gon' call to come get us? And",Lupe Fiasco|||Dopamine Lit (Intro)|||86,1,
Lupe Fiasco|||Dopamine Lit (Intro)|||86|||2,Lupe Fiasco,Dopamine Lit (Intro),"Ayy, over-D off of this
But baby don't die 'til the dopamine hit, yo
Ayy, this one ain't for Billbo'
You can stream the album on Silk Road
Drug rings for more dough
So they baggin' like Bilbo
Jackin' like Jill for a pill at the Hollywood Hills though
Fame is a drit-ug
I want my name all lit up
And leave out the world how I came in the clitter
Over-D off of this
But don't fall asleep 'til the dopamine hit, hey",Lupe Fiasco|||Dopamine Lit (Intro)|||86,2,
Lupe Fiasco|||Dopamine Lit (Intro)|||86|||3,Lupe Fiasco,Dopamine Lit (Intro),"DROGAS, DROGAS, what it say? What it say?
DROGAS, DROGAS, yeah, yeah, yeah
DROGAS, DROGAS, DROGAS, trap, trap, DROGAS, DROGAS
DROGAS, DROGAS, DROGAS, nigga
DROGAS, DROGAS, what it say? What it say?
DROGAS, DROGAS, yeah, yeah, yeah
DROGAS, DROGAS, DROGAS, trap, trap, DROGAS, DROGAS
DROGAS, DROGAS, DROGAS, nigga",Lupe Fiasco|||Dopamine Lit (Intro)|||86,3,
Lupe Fiasco|||Dopamine Lit (Intro)|||86|||4,Lupe Fiasco,Dopamine Lit (Intro),"Big watch, big watch, you can see it
Lot of diamonds in the Cartier
'Less I'm thinkin' 'bout the money, I can't concentrate
Don't talk if you ain't ball enough to commentate, yeah
That's a Super Bowl every time I contemplate
Limited edition, bitches
I'm just livin' off the interest
I don't really care about niggas
Denzel, put the money in the blender
For the esÃ©s, shower posse with the SKs
For the haters that be hatin' on the JefÃ©s
Half-naked hoes, they be dressin' just like X-rays
... Rated
All the way through, don't like nothin' plated
Simps think they got cool, I'm just stickin' to the basics",Lupe Fiasco|||Dopamine Lit (Intro)|||86,4,
Lupe Fiasco|||Dopamine Lit (Intro)|||86|||5,Lupe Fiasco,Dopamine Lit (Intro),"This-this-this-this-this-this-this
This one ain't for Billbo'
You can stream the album on Silk Road
Drug rings for more dough
So they baggin' like Bilbo
Jackin' like Jill for a pill at the Hollywood Hills, though
Fame is a drit-ug
I want my name all lit up
And leave out the world how I came in the clitter
Over-D off of this
But don't fall asleep 'til the dopamine hit, hey
<\Lyric>```",Lupe Fiasco|||Dopamine Lit (Intro)|||86,5,
Lupe Fiasco|||Heart Donor|||87|||0,Lupe Fiasco,Heart Donor,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Heart Donor <\Song title>
<Lyric> 
I'm a heart donor, I'm a heart donor
Everything I got, I give it all to you
My heart and my soul, I give it all to you
'Cause I'm a heart donor",Lupe Fiasco|||Heart Donor|||87,0,
Lupe Fiasco|||Heart Donor|||87|||1,Lupe Fiasco,Heart Donor,"I'm just a conduit
To keep you calm through it
So you respond lucid
That means you're non-foolish
When it's gone, stupid
You think you gonna lose it
But you don't bounce, you just bond to it
Like you Sean Con or Gorilla Glue-ish
With a blonde in your palm, King Kong in your coolness..
But they still tryna knock you off the roof kid
Singing you the blues, you crayon up the music
Change it into rainbows and rubics
Keep telling yourself you the wave of the future Howard Hughes is
It's huge if you refuse to blow your fuses
You blow up, exactly how Lu did..",Lupe Fiasco|||Heart Donor|||87,1,
Lupe Fiasco|||Heart Donor|||87|||2,Lupe Fiasco,Heart Donor,"I hope my stories can keep you off Maury
Away from weigher far from mandatory
Which means, through the mail only way you see the shorties
Keep your sons out the slums and your daughters
Out of orgies
Look in the mirror, see yourself and adore thee
Whisper in your ear, I fear nothing that's before me
And always remember that you're royalty
From the lions roar until it's Porky
And everything that's in between
Make sure you cherish every scene
And put on the biggest show your adversaries ever seen
Now even if you've never limousined
Important, yeah you're very there
There's red carpet everywhere",Lupe Fiasco|||Heart Donor|||87,2,
Lupe Fiasco|||Heart Donor|||87|||3,Lupe Fiasco,Heart Donor,"Just know I got your back, yeah I got it, and I will go to bat
Like Gotham's under attack I will spot em, keep you from ever touching the mat
Be your Robin, bring that onomatopoeia
Down upon all your problems like ""zap! boom! bang!""
Cause all of y'all my pals
I tribune all your tribulations, channel through your trials
Please God, help keep the value in my vows
A man of my words that Vanna turns around
And if your fortune turns, I never turn you down
No matter who your healthcare provider, I'm a rider
Even if I gotta bring defibrillators out
A John Q on cue just for you
Peace out
<\Lyric>```",Lupe Fiasco|||Heart Donor|||87,3,
Lupe Fiasco|||WWJD He?™d Probably LOL Like WTF!!!|||88|||0,Lupe Fiasco,WWJD He?™d Probably LOL Like WTF!!!,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> WWJD He?™d Probably LOL Like WTF!!! <\Song title>
<Lyric> 
Really?
This is what you guys been doing?
Seriously?",Lupe Fiasco|||WWJD He?™d Probably LOL Like WTF!!!|||88,0,
Lupe Fiasco|||WWJD He?™d Probably LOL Like WTF!!!|||88|||1,Lupe Fiasco,WWJD He?™d Probably LOL Like WTF!!!,"Before daybreak there were none
And as it broke there was one
From moon to sun, it goes on and on
The winter battle was won
The summer children were born
And so the story goes on and on
Come on woman in your life beats
Those we buried with the house keys
Smoke and feather where the fields are green
From here to eternity
Become a woman in your own time
Far, far, far from the virgin vine
Rise on out from the dead leaves
Come back to me
Oh, she sings her favorite song
Left with tears and dreams, it goes and then on",Lupe Fiasco|||WWJD He?™d Probably LOL Like WTF!!!|||88,1,
Lupe Fiasco|||WWJD He?™d Probably LOL Like WTF!!!|||88|||2,Lupe Fiasco,WWJD He?™d Probably LOL Like WTF!!!,"Standing in line for the new one
Not the black, but the blue one
And I don't even know what it do, son
But Steve Jobs said that it's too fun
Fun in abundance what I need
It's cold out here, put my arms in the sleeves
I'll probably lose my place if I leave
But I really need to pee
If I do it right here they'll see
Makes you wonder, how do snipers
Marathon bikers
Next time: diapers
They say it has all new features
Faster processors and much better speakers
Great for kids, a necessity for teachers
For work or home
A revolutionary way of being alone
I mean, should we really get a loan?
Hey what's the matter, just tell it to your phone
Cupertino heart with Chinese parts
Built by the poor, but designed by the smart
They opening the door so you go
On your mark, get ready, set, buy
Imagine a world where everything starts with an ?˜i??But it still ends with a die
Probably got an app for that, you could try
From the iClouds, right into the great Wi-Fi
Siri, can iGod really hear me?
""Does not compute?”can you repeat more clearly?""
""Woaaaaah""",Lupe Fiasco|||WWJD He?™d Probably LOL Like WTF!!!|||88,2,
Lupe Fiasco|||WWJD He?™d Probably LOL Like WTF!!!|||88|||3,Lupe Fiasco,WWJD He?™d Probably LOL Like WTF!!!,"A vessel in the bloodline
A thirteenth Zodiac sign
A stitch in time, it goes on and on
Become a woman on your own time
Far, far, far from the virgin vine
Rise on out from the dead leaves
Come back to me
Oh, she sings her favorite song
Left with tears and dreams, it goes and then on",Lupe Fiasco|||WWJD He?™d Probably LOL Like WTF!!!|||88,3,
Lupe Fiasco|||WWJD He?™d Probably LOL Like WTF!!!|||88|||4,Lupe Fiasco,WWJD He?™d Probably LOL Like WTF!!!,"Standing in line for some new Ones
Had a bunch of blessings but I blew them
Asked Google how to use them
They sent me to a section ?˜bout used guns
New runs, nuns'll scream, moms with jeans
Match their teens' jeans and genies who try to chew gum
Aw man, it's so confusin??Confusion in abundance what I have
Good thing that God accept cash
Maybe buy my way up out His wrath
Skeptically, why am I way up off this path?
Atheism's cheaper, and accepts Visa
My thoughts as I'm queuing up for sneakers
Won't discriminate ??I?™m getting all eight
In every color that they make
Beaverton hearts with Chinese parts
Built by the poor and designed by the smart
On your mark, get set, cop ?˜em!
Imagine a life that revolves around shoppin??Conspicuous consumption
That means it serves no other function
But to show off to someone, or others
Who only try to show off to you ??look at your fellow loyal customers
Isn't harmony great?
Look at all these friends that marketing makes
How many fries can these arteries take?
I'll give McDonald's a little help here
I think they should expand into healthcare
And then you'll have all ends covered
Even make caskets, have it all umbrella'd
Can you make the corporation fear me?
""Couldn't hear your order, can you speak less clearly?""",Lupe Fiasco|||WWJD He?™d Probably LOL Like WTF!!!|||88,4,
Lupe Fiasco|||WWJD He?™d Probably LOL Like WTF!!!|||88|||5,Lupe Fiasco,WWJD He?™d Probably LOL Like WTF!!!,"That which was put in the ground
Will someday come back around
From dust to dust it goes on and on
Before daybreak there were none
And as it broke there was one
And still the story goes on and on
<\Lyric>```",Lupe Fiasco|||WWJD He?™d Probably LOL Like WTF!!!|||88,5,
Lupe Fiasco|||Pick Up the Phone|||89|||0,Lupe Fiasco,Pick Up the Phone,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Pick Up the Phone <\Song title>
<Lyric> 
Uhh, I just need a minute to replenish who I am
And who I am is so dependent on exactly where we stand
I stand in any pose, anythin' but tippy-toes
Don't want you to feel smaller, always taller
Now I'm a cheerleader, she a baller
The difference in height isn't aight, I left my ego at the altar
Now every ring's a sting and everythin' I taught ya
Is comin' back around to me, just like revolvers
And every single click is just hammerin' it home
Who knew Russian Roulette involved answerin' the phone?
Until my signal dwindles or my channel is in roam
Or my cellphone dies or it's cancer in my dome
And dear nix the tone, as I pour my fuckin??pain out
One of your short nodes, might blow my fuckin' brains out
But you ain't even pick up
Talkin' to myself, exactly what you sick of",Lupe Fiasco|||Pick Up the Phone|||89,0,
Lupe Fiasco|||Pick Up the Phone|||89|||1,Lupe Fiasco,Pick Up the Phone,"Feeling kinda restless
Did you get my message?
It's swirling around and so (yeah, c'mon!)
No, don't tell me that you care (uh huh)
When I know you're standing there (yeah)
I left the story of my life on your answering machine (what's up? Yeah)",Lupe Fiasco|||Pick Up the Phone|||89,1,
Lupe Fiasco|||Pick Up the Phone|||89|||2,Lupe Fiasco,Pick Up the Phone,"Hello, can you hear me?
Hello, are you there?
Hello, would you pick up the phone?
Hello, can you hear me?
Hello, are you there? (yeah, are you there? Are you there? Are you there?)
Hello, would you pick up the fuckin' phone?",Lupe Fiasco|||Pick Up the Phone|||89,2,
Lupe Fiasco|||Pick Up the Phone|||89|||3,Lupe Fiasco,Pick Up the Phone,"We were like, ""If a tree falls in the forest and
No one is around, does it really make a sound?""
That's romantic and profound, but now
We're like lumberjacks holdin' the axes that brung it down
So I'm now on your message, talkin' 'bout ""Remember?""
Silence in return, that sound like 'Timber!""
There's some that can't see the forest because they're liars
But I can't see the forest 'cause of the fire
And in our prehistorics, the flowers was rootin' for us
Brontosaurus ate the flowers, T-Rex ate the Brontosaurus
And then the T-Rex turned around and ate the florist
That's why I lost my FTD endorsements
But that's really not important
My sadness' a snitch, my melancholy informant
Despair wears a wire, my longin' rappin' a song
My worry is a rat, my lonely tappin' the phone",Lupe Fiasco|||Pick Up the Phone|||89,3,
Lupe Fiasco|||Pick Up the Phone|||89|||4,Lupe Fiasco,Pick Up the Phone,"Feeling kinda restless
Did you get my message?
It's swirling around and so (uh huh, uh huh, uh huh)
I wanna give you reasons (yeah)
Tell you what I'm feeling
But none of these lines are secure (nah)
No, don't tell me that you care (uh huh)
When I know you're standing there (yeah)
I left the story of my life on your answering machine (what else? Uh huh)
My tears run off your shoes (yeah)
Like waters from a goose (uh)
You try to wash off all the dirt
But your hands aren't getting clean",Lupe Fiasco|||Pick Up the Phone|||89,4,
Lupe Fiasco|||Pick Up the Phone|||89|||5,Lupe Fiasco,Pick Up the Phone,"Hello, can you hear me?
Hello, are you there?
Hello, would you pick up the phone?
Hello, can you hear me?
Hello, are you there? (are you there? Are you there? Are you there?)
Hello, would you pick up the fuckin' phone?",Lupe Fiasco|||Pick Up the Phone|||89,5,
Lupe Fiasco|||Pick Up the Phone|||89|||6,Lupe Fiasco,Pick Up the Phone,"The make-believers on receivers as you sit back and observe
As the rubber curly cord just absorbs all my words
Will you collect us then connect us or neglect us on the whole?
Into the wall, then cross the wires on the telephone poles
Then bounces off the towers, then up into the satellites
Then falls down back to Earth to bring a broken heart back to life
Happens all the time, lost an appetite and lack of sleep
If it's dead and flatten line, I'll leave a message at the beep",Lupe Fiasco|||Pick Up the Phone|||89,6,
Lupe Fiasco|||Pick Up the Phone|||89|||7,Lupe Fiasco,Pick Up the Phone,"Hello, can you hear me?
Hello, are you there? (Hello, are you there? Yeah)
Hello, would you pick up the phone? (Come on)
Hello, can you hear me? (Come on)
Hello, are you there? (Come on)
Hello, would you pick up the phone?
Would you pick up the phone?
Would you pick up the phone?
Hello, would you pick up the fuckin' phone?
<\Lyric>```",Lupe Fiasco|||Pick Up the Phone|||89,7,
Lupe Fiasco|||Mazinger|||90|||0,Lupe Fiasco,Mazinger,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Mazinger <\Song title>
<Lyric> 
I had to complete Mazinger Z. I had to, I had to
Why did you have to Grandfather?
To wreck all of Dr Hell's evil plans. Mazinger Z is clad in ultra alloy Z and is operated by photo atomic energy. It contains mighty weapons of all kinds. That robot is perfect. There is nothing to correct or adjust. Koji, Shiro, that robot is all yours. My only regret is that I cannot stay alive to watch you boys operate that robot. With Mazinger Z you can either become a God or a Devil. You'll be known as a super being. Now go!",Lupe Fiasco|||Mazinger|||90,0,
Lupe Fiasco|||Mazinger|||90|||1,Lupe Fiasco,Mazinger,"Sinister times, pacific the rims so I live in the mind
Sit in the head of the shit I design
Position it bent so I sit in recline
But never I sleep
Tears out the eyes is the weather I weep
Give cheddar to beggars to better my keep
Don't turn a back and never a cheek
Won't be here forever, we sever, we cease
A liar who said that we never release
Nooses surroundin' the neck of the beast
Loosing they pounds on the treasure beneath
200 pounds under pressure decrease
Reducing the sound to a set of beliefs
Devil's a trick like they sent the police
Is it or nah's (Nas) like wedded Kelis
So not the same like a Jet and a Jeep
One in the clouds, the other up under him running around
Unlike the one never touching the ground
Some like the one cause it doesn't come down
Unlike the oven that's under the town
Liquor the fire they jump in and drown
Wait till they die it's for something profound
Head is so dreaded for clutching the crown
And keeping it standing when jumping around
Feeding the animals, touching the hounds
Eating with cannibals, lunch in the lounge
Keeping it manual, clutch in announced
Eating the actual, reaping the benefits
Repeat the annual, bleeping the fouls
Something about (something about)
Reaching the valuable, touching the down",Lupe Fiasco|||Mazinger|||90,1,
Lupe Fiasco|||Mazinger|||90|||2,Lupe Fiasco,Mazinger,"You came by yourself my darling
But you know we're not alone
Oh get yourself in order
Before they're calling you home
It could be wonderful
So tell me what is it you're waiting for?
No don't you go too far
Cause soon they'll be calling you home
They calling you home",Lupe Fiasco|||Mazinger|||90,2,
Lupe Fiasco|||Mazinger|||90|||3,Lupe Fiasco,Mazinger,"(Either become a God or a Devil)
(Either be-, either become a God or a Devil)
Yeah you know they calling home
(God or a Devil, either be-, either become a God or a Devil)
Yeah you know they calling home",Lupe Fiasco|||Mazinger|||90,3,
Lupe Fiasco|||Mazinger|||90|||4,Lupe Fiasco,Mazinger,"Lovin' the Lord
Covet the lovers of governor or
Dozen in love with the covets or more
In concerts with converts-who-cover galore
Wash off they feet and then cover the floor
Mother the ships so come hover aboard
To raptures and ruptures start flooding the shore
Pushing and shoving and punching with oars
Thuggin' and judging, no plugging the holes
Sink to the bottom like sex in the kitchen, no food in the fridge but it's nut on the stove
It's what on the what?
Like Monica sucking and bust right on her clothes
Dishonouring Monica what is it for?
Monitor Monica, what does she know?
Finding the evidence, answering the questions
Did you and the president fuck on the low?
Room full of elephants, elegant elements, breaking it down she touching her toe
Triple A coming to give her a jump and her engine construction don't function no more
It's killing her options to live in a box when they filling their stockings with lumps of the coal
Finding the diamonds with dynamite, fighting the fire is hiding while wiping the pole
Sliding off slightly to siphon the go
She biting her neck like she vampire-like, ain't no lighten her load
With the tide and a bleach at the laundromat black trying to whiten her clothes
So maybe she can sneak into heaven, hmm yeah
<\Lyric>```",Lupe Fiasco|||Mazinger|||90,4,
Lupe Fiasco|||The End of the World|||91|||0,Lupe Fiasco,The End of the World,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> The End of the World <\Song title>
<Lyric> 
This world ends, this world ends
This world ends, this world ends
Now, now, now, now, now, now, now, now",Lupe Fiasco|||The End of the World|||91,0,
